"Produkt_Code","SDO_ID","Zeitstempel","Wert","Qualitaet_Niveau","Qualitaet_Byte"
"TMK_MN004","402","18770531","15.8","5","4"
"TMK_MN004","402","18770601","17.7","5","4"
"TMK_MN004","402","18770602","17.2","5","4"
"TMK_MN004","402","18770603","19.1","5","4"
"TMK_MN004","402","18770604","22.9","5","4"
"TMK_MN004","402","18770605","25.1","5","4"
"TMK_MN004","402","18770606","23","5","4"
"TMK_MN004","402","18770607","19.3","5","4"
"TMK_MN004","402","18770608","21","5","4"
"TMK_MN004","402","18770609","24","5","4"
"TMK_MN004","402","18770610","24.4","5","4"
"TMK_MN004","402","18770611","24.3","5","4"
"TMK_MN004","402","18770612","20.8","5","4"
"TMK_MN004","402","18770613","15.1","5","4"
"TMK_MN004","402","18770614","15.9","5","4"
"TMK_MN004","402","18770615","17.9","5","4"
"TMK_MN004","402","18770616","16","5","4"
"TMK_MN004","402","18770617","17.6","5","4"
"TMK_MN004","402","18770618","20.8","5","4"
"TMK_MN004","402","18770619","22.4","5","4"
"TMK_MN004","402","18770620","22.3","5","4"
"TMK_MN004","402","18770621","20.5","5","4"
"TMK_MN004","402","18770622","20.1","5","4"
"TMK_MN004","402","18770623","21.1","5","4"
"TMK_MN004","402","18770624","17.1","5","4"
"TMK_MN004","402","18770625","16.8","5","4"
"TMK_MN004","402","18770626","18.7","5","4"
"TMK_MN004","402","18770627","17.4","5","4"
"TMK_MN004","402","18770628","16.3","5","4"
"TMK_MN004","402","18770629","17.5","5","4"
"TMK_MN004","402","18770630","21.9","5","4"
"TMK_MN004","402","18770701","22.9","5","4"
"TMK_MN004","402","18770702","21.1","5","4"
"TMK_MN004","402","18770703","18.6","5","4"
"TMK_MN004","402","18770704","17.9","5","4"
"TMK_MN004","402","18770705","17.4","5","4"
"TMK_MN004","402","18770706","19.1","5","4"
"TMK_MN004","402","18770707","16.4","5","4"
"TMK_MN004","402","18770708","14.7","5","4"
"TMK_MN004","402","18770709","14.5","5","4"
"TMK_MN004","402","18770710","15.5","5","4"
"TMK_MN004","402","18770711","19.9","5","4"
"TMK_MN004","402","18770712","19.6","5","4"
"TMK_MN004","402","18770713","21.5","5","4"
"TMK_MN004","402","18770714","22.2","5","4"
"TMK_MN004","402","18770715","24.7","5","4"
"TMK_MN004","402","18770716","19.7","5","4"
"TMK_MN004","402","18770717","20.5","5","4"
"TMK_MN004","402","18770718","19.9","5","4"
"TMK_MN004","402","18770719","17.6","5","4"
"TMK_MN004","402","18770720","18.2","5","4"
"TMK_MN004","402","18770721","16.7","5","4"
"TMK_MN004","402","18770722","20.1","5","4"
